DC,Dd,ID,iz,izL,wlp,wlpL
0.1535574581120776,0.19321317587678902,355.0,77,67,2,1
0.025738293347699698,0.025820138913419402,355.0,76,77,2,2
-0.14774388152205994,-0.1873266265459755,355.0,67,76,1,2
0.0026619233191065225,0.0026747616636777494,355.0,66,67,1,1
0.0028720276872878404,0.002885840898761649,355.0,59,66,1,1
0.00383283483158636,0.0038512071231169287,355.0,68,59,1,1
0.0026916469547186156,0.0027045068558421426,355.0,57,68,1,1
0.02644950918530677,0.026574044327858287,355.0,58,57,1,1
0.0271332625678244,0.0272576245360788,355.0,66,58,1,1
0.12593106547812397,0.16534162821999435,355.0,76,66,2,1
-0.11570510153267438,-0.15506966733345218,355.0,59,76,1,2
0.11554273285882735,0.15490681086007874,355.0,76,59,2,1
0.007579183370887227,0.0076018688117329425,355.0,66,76,2,2
-0.0005624105267847124,-0.0005640879744567007,355.0,67,66,2,2
0.02477773311591744,0.02486684818385819,355.0,77,67,2,2
0.02226691361550276,0.022377607352344203,355.0,75,77,2,2
0.028570042674935625,0.0287084906176186,355.0,67,75,2,2
-0.44250254323995775,-0.5756753616002892,355.0,58,67,0,2
0.5033959233312822,0.6333039705602421,355.0,77,58,2,0
0.03615405543991951,0.036318469500860956,355.0,77,77,2,2
0.03421317168065019,0.034363355947459956,355.0,68,77,2,2
0.032180515016024924,0.03231714378763789,355.0,59,68,2,2
0.03187127161791514,0.032002304838626816,355.0,67,59,2,2
-0.13477186431534743,-0.1751826771868259,355.0,59,67,1,2
0.02714549009257161,0.02731003688469455,355.0,58,59,1,1
-0.3046432878170469,-0.4095257001004008,356.0,39,32,0,1
1.9717338872737855e-11,1.9717338872737855e-11,356.0,40,39,0,0
1.265987314980066e-12,1.265987314980066e-12,356.0,40,40,0,0
9.306555526222837e-12,9.3066665485253e-12,356.0,31,40,0,0
3.7963521215544915e-12,3.79629661040326e-12,356.0,41,31,0,0
-0.3612719525429019,-0.4590335721638302,357.0,31,40,0,1
0.3952113430276857,0.4931584332264051,357.0,49,31,1,0
0.02910826620567783,0.029262371461317965,357.0,49,49,1,1
-0.4243196092188482,-0.5224208046732078,357.0,32,49,0,1
0.44107226926559173,0.5392601337183277,357.0,48,32,1,0
-0.4410722692621818,-0.5392601337149177,357.0,40,48,0,1
0.47863041593011874,0.5770073628591967,357.0,50,40,1,0
-0.47859310091806084,-0.576969587562393,357.0,41,50,0,1
0.4994736843442486,0.5043114218821036,357.0,37,41,0,0
0.015819875226646792,0.015936788063867224,357.0,37,37,0,0
0.013307670014197432,0.013404584444534795,357.0,29,37,0,0
0.014000307839262233,0.014100873941266107,357.0,46,29,0,0
0.009932270151009462,0.010002760028565538,357.0,37,46,0,0
0.007683871609295408,0.007737922801196867,357.0,37,37,0,0
0.00540166507576284,0.00543941280801416,357.0,46,37,0,0
0.005494709987204957,0.005532897854056362,357.0,29,46,0,0
0.0015777331306934678,0.0015886592827979162,357.0,28,29,0,0
-0.07922167458445986,-0.07979232868002134,357.0,46,28,0,0
0.0032761946266929654,0.0033007075550062215,357.0,28,46,0,0
0.04439074462885542,0.04467656625271205,358.0,41,39,1,1
0.0063207372660538524,0.006344053876789907,359.0,58,59,2,2
1.1542988787027753e-12,1.1541878564003127e-12,360.0,40,41,0,0
4.659606034351782e-12,4.6597170566542445e-12,360.0,41,40,0,0
5.0403570206469794e-12,5.040301509495748e-12,360.0,31,41,0,0
-3.777977930496945e-12,-3.777977930496945e-12,360.0,13,31,0,0
0.11200717432242129,0.15351357649477576,361.0,52,50,2,1
0.015209786948851,0.015305031999828855,362.0,30,30,1,1
0.015025926228235953,0.015118599401030441,362.0,32,30,1,1
0.03829929256791838,0.038529265383589306,362.0,40,32,1,1
1.7348900094305009e-12,1.7349455205817321e-12,363.0,41,31,0,0
-2.2638557695131567e-11,-2.263866871743403e-11,363.0,41,41,0,0
-2.0267121314532233e-12,-2.0268231537556858e-12,363.0,40,41,0,0
-6.597500323834993e-13,-6.595834989298055e-13,363.0,31,40,0,0
9.10721498215139e-12,9.107159471000159e-12,363.0,41,31,0,0
-2.1587287513114006e-11,-2.1587287513114006e-11,363.0,22,41,0,0
0.0386125434787129,0.03882563127925148,364.0,52,42,2,2
-0.03333645170036981,-0.03351993247359275,364.0,33,52,2,2
0.0823537537575666,0.08279609457248388,364.0,44,33,2,2
0.08489825677980778,0.08531750833530022,364.0,52,44,2,2
-0.23763206749362076,-0.23802786924540137,364.0,26,52,2,2
0.09242481190875113,0.09295145418643552,364.0,7,26,2,2
0.13302571790816017,0.13427371318279702,364.0,16,7,2,2
-0.17130478083040343,-0.2146406116110629,364.0,7,16,1,2
0.010044132754395571,0.010099917244350165,365.0,41,40,1,1
0.00928047961196421,0.009331524433813354,365.0,41,41,1,1
0.24479069756613114,0.28609181958915764,365.0,77,41,2,1
0.0006416547896938019,0.0006437274608776383,365.0,75,77,2,2
0.0008898710272751409,0.0008927432783635246,365.0,67,75,2,2
-0.2176106754324918,-0.25876180484188677,365.0,40,67,1,2
0.028865383584782682,0.029016707773699413,365.0,40,40,1,1
0.003446860110549378,0.0034646382612464888,365.0,40,40,1,1
0.0029559506563664045,0.002971147819840425,365.0,40,40,1,1
0.03275087265330066,0.03291626470309436,365.0,40,40,1,1
-0.47306566328015937,-0.5720721432413993,365.0,30,40,0,1
0.004064971143774854,0.004114974079811762,365.0,31,30,0,0
0.0028077663165876343,0.0028421845134481982,365.0,39,31,0,0
0.48114457755515677,0.5801403512645584,365.0,40,39,1,0
-0.02145673919377291,-0.021562872967404473,365.0,40,40,1,1
0.009882844223992509,0.009932013167786385,365.0,48,40,1,1
0.00967248166891981,0.009720133474452247,365.0,39,48,1,1
0.010948772486966355,0.011002156050984785,365.0,40,39,1,1
0.011639587828910697,0.011709623262382174,366.0,40,39,1,1
-0.32659318165004503,-0.42781603230267223,366.0,30,40,0,1
-3.310812735080049e-11,-3.310829388425418e-11,366.0,49,30,0,0
-4.521605312390875e-12,-4.521605312390875e-12,366.0,41,49,0,0
6.385447726131588e-12,6.385447726131588e-12,366.0,40,41,0,0
8.426148667695088e-12,8.426370712300013e-12,366.0,31,40,0,0
5.69355673718519e-12,5.693334692580265e-12,366.0,50,31,0,0
1.180500142083929e-12,1.180500142083929e-12,367.0,31,31,0,0
5.1271209500214354e-12,5.1271209500214354e-12,367.0,31,31,0,0
1.540489957818636e-12,1.5403234243649422e-12,367.0,40,31,0,0
1.4714895968381825e-12,1.4717116414431075e-12,367.0,39,40,0,0
0.423901380699815,0.5206564517383481,367.0,49,39,1,0
-0.4239013806966358,-0.520656451735169,367.0,41,49,0,1
6.3744010070365675e-12,6.374456518187799e-12,367.0,40,41,0,0
-3.960998196106402e-12,-3.9610537072576335e-12,367.0,41,40,0,0
8.914492260481133e-07,9.023005229646941e-07,368.0,10,18,0,0
0.00038184802284274566,0.00038649525256606587,368.0,9,10,0,0
0.0019286899286475312,0.0019521353609572856,368.0,1,9,0,0
0.01287099170934547,0.013026286987135816,368.0,2,1,0,0
0.03277532266666916,0.033161760863197554,368.0,1,2,0,0
-0.047957743802184594,-0.048527580789833324,368.0,14,1,0,0
7.435385640519598e-12,7.435163595914673e-12,368.0,13,14,0,0
7.941369783992513e-12,7.94164733974867e-12,368.0,22,13,0,0
2.7359225995837733e-12,2.7358115772813107e-12,368.0,4,22,0,0
-3.3699709689472e-12,-3.3699709689472e-12,368.0,13,4,0,0
2.3906432389253496e-12,2.3906432389253496e-12,368.0,5,13,0,0
-4.299838263222e-12,-4.299782752070769e-12,368.0,14,5,0,0
1.893152301590817e-12,1.893152301590817e-12,368.0,5,14,0,0
-5.618394638418067e-12,-5.61850566072053e-12,368.0,13,5,0,0
1.1852185899385859e-12,1.1853851233922796e-12,368.0,4,13,0,0
-0.009382986147734335,-0.009434480142239576,369.0,67,77,1,1
0.02256913781692857,0.022692181472775325,369.0,59,67,1,1
0.1626207685462362,0.20487060305934762,369.0,76,59,2,1
-0.006652479697803471,-0.006675569557548847,369.0,77,76,2,2
0.01400769742228311,0.01405613747074135,369.0,76,77,2,2
-0.18198146103485546,-0.2243217501660036,369.0,58,76,1,2
0.1761517925947223,0.21847200482193413,369.0,67,58,2,1
0.0018570277853399708,0.0018634359896712513,369.0,58,67,2,2
-0.16758952186428724,-0.20985959454621708,369.0,58,58,1,2
0.17189302699675124,0.21417790433051137,369.0,76,58,2,1
0.001966998814537435,0.001973744303001809,369.0,57,76,2,2
0.015774313919952,0.01582793044126582,369.0,58,57,2,2
0.00926919905309262,0.00930031126485454,369.0,77,58,2,2
-0.09099102122923938,-0.09130932625911767,369.0,73,77,2,2
-0.019245222775596964,-0.01931635180126373,369.0,72,73,2,2
-0.026380724275974578,-0.026480485364637346,369.0,63,72,2,2
-0.0006287564048467024,-0.000631166485194054,369.0,64,63,2,2
0.022255140699893032,0.022348694130687685,370.0,69,62,2,2
0.02246939198143866,0.02256174874158634,370.0,71,69,2,2
0.027780222691533914,0.027891565487484088,370.0,80,71,2,2
-0.002435997791874707,-0.0024456375007858716,370.0,79,80,2,2
-0.503517553456594,-0.5061141944127746,370.0,43,79,2,2
0.030082607014617124,0.030277357158935314,370.0,35,43,2,2
0.07214438271973284,0.07258809933469834,370.0,43,35,2,2
0.07048280525703327,0.0708862898863945,370.0,33,43,2,2
0.09872993022406021,0.09924913022846871,370.0,53,33,2,2
0.08708387477168744,0.08750096708111244,370.0,44,53,2,2
0.0674733439231264,0.06777233254619763,370.0,42,44,2,2
0.0027357790498628368,0.0027463133065361023,371.0,79,71,2,2
-0.005867649940955559,-0.005890279196348977,371.0,62,79,2,2
-0.013017691349752081,-0.013068373998124772,371.0,71,62,2,2
-0.32787866774515484,-0.32940042421155585,371.0,34,71,2,2
0.08726339209008432,0.08771852563999344,371.0,42,34,2,2
0.08506162876378676,0.08546847144819913,371.0,43,42,2,2
0.06394930971982689,0.06423307841163375,371.0,51,43,2,2
0.056927650284276675,0.0571653754609541,371.0,42,51,2,2
0.08937910214980371,0.06331587201822479,371.0,35,42,1,2
-0.3335295002815223,-0.4272115694029077,371.0,44,35,0,1
0.04768808833217045,0.04813595182416097,371.0,42,44,0,0
-0.028317430788834252,-0.028500850537147238,372.0,42,51,2,2
2.032485291181274e-12,2.032707335786199e-12,372.0,33,42,2,2
0.0057857746654516595,0.005823676841223757,372.0,43,33,2,2
0.02810664190229406,0.028287658373557956,372.0,43,43,2,2
-0.033892417252526674,-0.0784020918016447,372.0,43,43,1,2
6.470823876725262e-11,6.470823876725262e-11,372.0,43,43,1,1
-4.3816200667734506e-10,-0.10314639122643654,372.0,34,43,0,1
6.269040286888128e-10,0.10314639141517845,372.0,52,34,1,0
-2.6550778242651063e-10,-0.10314639105378232,372.0,42,52,0,1
0.04061806377613045,0.04088419564400303,373.0,40,30,1,1
0.04339820238047312,0.04367078160534549,373.0,40,40,1,1
0.004043377381917429,0.004068172439605888,373.0,31,40,1,1
-0.23454332842662945,-0.3396540697035461,373.0,38,31,0,1
0.04299493040911223,0.04349365444419817,373.0,37,38,0,0
0.025318115379844575,0.02560180842302351,373.0,46,37,0,0
0.019232893955292873,0.01944359930256523,373.0,45,46,0,0
0.021498702560263594,0.021729432647873415,373.0,37,45,0,0
0.01948482649713959,0.01968965622527763,373.0,37,37,0,0
0.00018454252730826237,0.00018646327356852677,373.0,28,37,0,0
0.03710691638636532,0.037485945745408755,373.0,38,28,0,0
0.013059549133105225,0.013189602106599974,373.0,37,38,0,0
-0.010893210071475784,-0.011001570800366789,373.0,36,37,0,0
-0.011310846149739345,-0.011424630121521617,373.0,27,36,0,0
0.009974298495171674,0.01007470479735878,373.0,46,27,0,0
-0.006124690975616354,-0.006186225280512825,373.0,37,46,0,0
0.018905890742718423,0.01909461730478923,373.0,27,37,0,0
-0.010964613905020765,-0.011073628137325986,373.0,27,27,0,0
-0.07551272914826831,-0.07629721181750532,373.0,38,27,0,0
0.007313912702671399,0.007392539976568746,373.0,46,38,0,0
0.005474474085226888,0.0055095263475347656,374.0,41,40,1,1
0.03030963548015153,0.030500247823206816,374.0,50,41,1,1
-0.12688978347772129,-0.1277280543877885,374.0,21,50,1,1
0.052302114974355496,0.052660653526676204,374.0,4,21,1,1
0.022548039149432014,0.02269687974928475,374.0,22,4,1,1
0.04134076007860357,0.04160503127519971,374.0,13,22,1,1
-0.31033217107259814,-0.41431057911099417,374.0,3,13,0,1
9.471645689984598e-12,9.47175671228706e-12,374.0,3,3,0,0
3.366529277570862e-12,3.366529277570862e-12,374.0,3,3,0,0
3.950229032767538e-12,3.9502845439187695e-12,374.0,13,3,0,0
0.0011633525765219477,0.0011786119960129904,374.0,14,13,0,0
0.011246781313379917,0.011393379029623119,374.0,12,14,0,0
0.01846663063056231,0.018703743426111252,374.0,13,12,0,0
0.15590481268747675,0.15773943308915128,374.0,14,13,0,0
0.013892965410888414,0.014042845315657249,374.0,23,14,0,0
0.10586277324025731,0.10693829763004387,374.0,22,23,0,0
0.04626836604421333,0.04670351128947886,374.0,13,22,0,0
0.008635951450625089,0.008669160236289178,375.0,62,61,2,2
0.06444159880273359,0.06468052029676002,375.0,67,62,2,2
-0.0049614854872544745,-0.004979336464489701,375.0,59,67,2,2
0.013739904974173697,0.013789122972797194,375.0,68,59,2,2
0.003767103614992398,0.0037804797128180093,375.0,59,68,2,2
0.02311854881265997,0.023199539151835764,375.0,67,59,2,2
0.014446661335583227,0.014496326135775655,375.0,68,67,2,2
0.0037067516071775664,0.003719379057453079,375.0,67,68,2,2
0.0033196966786985527,0.0033309657875606156,375.0,67,67,2,2
0.0032524463090936873,0.003263450784369463,375.0,67,67,2,2
0.0032358239681029577,0.0032467366229522385,375.0,67,67,2,2
0.0054274659648334556,0.005445690457510775,375.0,58,67,2,2
0.007793153698273325,0.007819148812078222,375.0,67,58,2,2
-0.11132891727816419,-0.15446249385731448,375.0,40,67,1,2
0.002625697919285956,0.0026385751745047203,375.0,41,40,1,1
0.0017045334670771004,0.0017128748699702656,375.0,31,41,1,1
0.0027282113131498753,0.002741532545119732,375.0,40,31,1,1
0.0016166247164901698,0.0016245011106290203,375.0,39,40,1,1
0.009406423923865273,0.00945200022704161,375.0,30,39,1,1
0.01391493592515082,0.013981571956819455,375.0,50,30,1,1
0.013865526770130338,0.013931005933927876,375.0,49,50,1,1
-0.0007800033035260112,-0.0007836626608236849,375.0,31,49,1,1
0.0023383862540459766,0.0023471766698086316,376.0,77,68,2,2
-0.0010900262799539706,-0.0010941213181865292,376.0,75,77,2,2
0.015978614937869867,0.016038197566155744,376.0,77,75,2,2
-0.2301920104503743,-0.2752154086293625,376.0,32,77,1,2
0.006105371830822749,0.006137024409700015,377.0,76,68,1,1
0.005486691218173002,0.005514971072771102,377.0,67,76,1,1
0.0049622935342343855,0.004987736537286902,377.0,67,67,1,1
0.007335736840118956,0.007425063997275605,378.0,27,36,0,0
-0.05200353771966448,-0.05265133836170455,378.0,1,27,0,0
0.02111088486793549,0.021220479479852672,379.0,58,77,1,1
0.0065167884600333265,0.006550152511120372,379.0,58,58,1,1
0.00635382965159334,0.006386149670086605,379.0,67,58,1,1
0.023786794049613764,0.02390597411042991,379.0,66,67,1,1
0.005643736519327076,0.0056715978638378906,379.0,58,66,1,1
0.14792676908043506,0.1887073063773047,379.0,76,58,2,1
-0.1182796716951982,-0.15891641780558274,379.0,68,76,1,2
0.135382706847642,0.17607376109534867,379.0,67,68,2,1
-0.1269010112183042,-0.16755171034825977,379.0,57,67,1,2
0.13261490143880153,0.1732835375183926,379.0,77,57,2,1
-0.1228798460518978,-0.16350258555110847,379.0,58,77,1,2
0.11532923218286392,0.15592824704950417,379.0,76,58,2,1
0.0031200920718809366,0.003129917441158196,379.0,68,76,2,2
0.02501459907709805,0.025170495141244253,380.0,32,41,1,1
0.00810744852883119,0.008157139635317723,380.0,39,32,1,1
0.045192449402381166,0.04546213194687371,380.0,40,39,1,1
0.042521333163362166,0.04276412355846557,380.0,31,40,1,1
0.006028092858461044,0.006061679773504192,380.0,49,31,1,1
0.01807730940908301,0.018176819221142393,380.0,39,49,1,1
0.016058185092042522,0.016145076017332533,380.0,39,39,1,1
0.014665228323263035,0.014743365673080183,380.0,48,39,1,1
0.013192240791938547,0.01326155248138583,380.0,40,48,1,1
0.012009914934036685,0.012072220399998307,380.0,49,40,1,1
-0.018328657909457494,-0.018424047203138394,380.0,32,49,1,1
0.006521976808575603,0.006556121248702584,380.0,40,32,1,1
0.019617645873676565,0.0197442940625992,381.0,4,3,1,1
0.026194845225006008,0.026360103014567204,381.0,12,4,1,1
-0.3052820577006897,-0.4081831873608764,381.0,4,12,0,1
5.807576641814194e-12,5.807687664116656e-12,381.0,13,4,0,0
6.271427821502584e-12,6.271205776897659e-12,381.0,5,13,0,0
1.015798556380787e-11,1.0158207608412795e-11,381.0,3,5,0,0
6.263045637666664e-12,6.262990126515433e-12,381.0,14,3,0,0
0.029452167357331138,0.029829330320025216,381.0,14,14,0,0
-0.0037814724042800063,-0.003829270592823897,381.0,22,14,0,0
0.09907270886245112,0.10026653414263687,381.0,12,22,0,0
0.11508718691494363,0.11633182194604708,381.0,22,12,0,0
0.041936945979335866,0.04235568698277575,381.0,13,22,0,0
0.033997214954143345,0.034323900832177845,381.0,12,13,0,0
0.033536626216740445,0.03384808635273612,381.0,22,12,0,0
0.030132921877171787,0.03040392124441621,381.0,13,22,0,0
0.022719728467913522,0.0229186785960247,381.0,3,13,0,0
0.019491641763660764,0.019658728307361262,381.0,22,3,0,0
0.01456660629801889,0.014620689301926532,382.0,78,60,2,2
0.00048288415237038307,0.00048466350266523905,382.0,78,78,2,2
-0.002638617187632239,-0.00264835059386595,382.0,79,78,2,2
0.0007314527717374592,0.0007341535585145276,382.0,62,79,2,2
0.0029007255698541776,0.0029114165905208267,382.0,62,62,2,2
0.023804986085951725,0.023891556674089112,382.0,78,62,2,2
0.030719994123235686,0.030828698751304805,382.0,79,78,2,2
0.03058047710055778,0.030685410414594043,382.0,70,79,2,2
0.03273798078063614,0.032846805523164595,382.0,70,70,2,2
0.005690575093565936,0.0057113941437052194,383.0,59,58,2,2
-0.01340923772201899,-0.01345848630848762,383.0,77,59,2,2
0.005387432223242519,0.005407298526656681,383.0,76,77,2,2
0.0042359440994674535,0.004251488997770135,383.0,67,76,2,2
0.003307601596906129,0.003319693834441372,383.0,59,67,2,2
0.0025170889613089914,0.002526264308881962,383.0,67,59,2,2
0.013849274788978613,0.013899345939689604,383.0,59,67,2,2
0.0027811032199885344,0.002791074479935353,383.0,67,59,2,2
0.003850927409346991,0.0038646885080655755,383.0,76,67,2,2
0.003923390355260389,0.003937355811108769,383.0,68,76,2,2
0.011249586654406993,0.01128932646023883,383.0,75,68,2,2
0.01973293746346788,0.019801570682486648,383.0,57,75,2,2
0.00023035746076599528,0.00023191079996426334,384.0,22,14,1,1
-0.22179508784133295,-0.32373090537181987,384.0,5,22,0,1
0.2656007990750845,0.3678255542223289,384.0,23,5,1,0
0.024597990457807445,0.024754737282154993,384.0,22,23,1,1
-0.2901987895184007,-0.39258029148999257,384.0,3,22,0,1
5.7482907322992105e-12,5.7485127769041355e-12,384.0,22,3,0,0
1.4661383218594892e-11,1.4661161173989967e-11,384.0,4,22,0,0
2.4508808279033456e-05,2.4826105946895716e-05,384.0,3,4,0,0
0.007317842385112461,0.04595340275641424,384.0,16,3,0,0
0.05739497922677095,0.05801806808790799,384.0,16,16,0,0
0.007097007579204458,0.007124302562024079,385.0,70,78,2,2
0.023341597263428156,0.023430009482387784,385.0,71,70,2,2
0.003763716285688265,0.0037777793803004667,385.0,70,71,2,2
0.010605520830206057,0.010644863693467344,385.0,69,70,2,2
-0.003096339000834926,-0.0031077821075205236,385.0,61,69,2,2
-0.20786000984355935,-0.2087155582919478,385.0,44,61,2,2
0.06290888099817452,0.0631869015114972,385.0,51,44,2,2
0.06150542950675496,0.06176078378115479,385.0,43,51,2,2
-0.16015844069068846,-0.20311422872802015,385.0,44,43,1,2
-0.013568623021931625,-0.013645645210703383,386.0,39,40,1,1
0.009654544246492064,0.009709455953489043,386.0,40,39,1,1
0.036507734113442686,0.036710624039691414,386.0,41,40,1,1
-0.020385820660530227,-0.020498194889072674,386.0,40,41,1,1
0.005734018698360904,0.005765859924980493,386.0,39,40,1,1
-0.41264972371545094,-0.5152719484012813,386.0,31,39,0,1
1.0828560270681464e-12,1.0829115382193777e-12,386.0,32,31,0,0
0.42581750923372613,0.5285121639811643,386.0,48,32,1,0
0.00315938276137237,0.0031766189217948826,386.0,39,48,1,1
0.0025493697784945007,0.0025632381242108593,386.0,49,39,1,1
0.0007396774532113029,0.0007436945843366793,386.0,50,49,1,1
0.003686397384789243,0.003706373438292776,386.0,50,50,1,1
-0.03647173112585804,-0.03667266181926243,386.0,40,50,1,1
0.09200764089978342,0.09308260300388504,387.0,37,36,0,0
0.020850175179623398,0.021080183498475513,387.0,28,37,0,0
0.01882710802897708,0.019030674400513536,387.0,46,28,0,0
0.017036649498623158,0.017217547699013735,387.0,37,46,0,0
-0.04386128744272466,-0.044333403881746,387.0,45,37,0,0
0.07016939377941561,0.070914807993538,387.0,46,45,0,0
-0.05375733137642952,-0.054323633409917194,387.0,45,46,0,0
-0.003826314599833347,-0.0038678076330687094,387.0,36,45,0,0
0.08483850317012098,0.08572187405143017,387.0,28,36,0,0
0.017407368485286012,0.017579447086849886,387.0,38,28,0,0
0.006648961329178915,0.006713894653480601,387.0,46,38,0,0
0.011172874639282349,0.011281011229438809,387.0,38,46,0,0
0.0021613302738073825,0.0021821082492302635,387.0,37,38,0,0
-0.004627876874686465,-0.0046724224892932265,387.0,36,37,0,0
-0.04566503692169516,-0.0461159292704979,387.0,45,36,0,0
0.036173249870759816,0.036532125215637756,387.0,37,45,0,0
-0.0822327686695698,-0.0830679962264107,387.0,36,37,0,0
0.05833389937492489,0.058933498335059786,387.0,37,36,0,0
0.21707811825433476,0.21902342940967306,387.0,30,37,0,0
0.023209401107080918,0.023393289481687285,387.0,31,30,0,0
0.03268707916934188,0.032938872177999845,387.0,31,31,0,0
0.016196469013825876,0.016318193310747908,387.0,50,31,0,0
0.014099009186938538,0.014203365013384234,387.0,39,50,0,0
0.01584955877872507,0.015965115505440663,387.0,40,39,0,0
0.00573647913148485,0.005777850329527157,387.0,49,40,0,0
0.012215284256144474,0.012302587874651355,387.0,39,49,0,0
0.00734848788990778,0.0074004930523256796,387.0,40,39,0,0
0.021359670946146374,0.02147054328634443,388.0,67,77,1,1
0.0070751043183727505,0.0071113075787837265,388.0,68,67,1,1
0.005996973376202204,0.00602745889957812,388.0,58,68,1,1
-0.013199912302333215,-0.013267257585736408,388.0,59,58,1,1
-0.4474488773055934,-0.5463814557089933,388.0,77,59,0,1
-4.3309800190627357e-13,-4.332090242087361e-13,388.0,68,77,0,0
3.1713520698417597e-12,3.1713520698417597e-12,388.0,58,68,0,0
3.3428815271463463e-12,3.3428815271463463e-12,388.0,77,58,0,0
3.0389303168287807e-05,3.076676840818582e-05,388.0,76,77,0,0
0.0013479265859165368,0.001364657505666167,388.0,68,76,0,0
0.0006659045746326142,0.0006741615849356064,388.0,75,68,0,0
0.000617345286954063,0.0006249952062862274,388.0,66,75,0,0
0.007287026127954288,0.007376963956101212,388.0,67,66,0,0
0.0055563013603967815,0.005576269061003537,389.0,76,68,2,2
-0.003978378438198149,-0.003992664226440318,389.0,66,76,2,2
0.004548651161588618,0.004564980047657846,389.0,67,66,2,2
0.004233977180349277,0.004249109602026849,389.0,75,67,2,2
0.0038995604607929835,0.00391344089511424,389.0,67,75,2,2
-0.005787297100199332,-0.005807916446204094,389.0,77,67,2,2
0.003292742249813546,0.0033044885216462795,389.0,68,77,2,2
0.0023904869181242544,0.002398990268900364,389.0,59,68,2,2
0.0024456162487672267,0.002454294618762759,389.0,67,59,2,2
0.014788805654744691,0.014840832945674388,389.0,59,67,2,2
0.0032917832962650745,0.003303259166981958,389.0,59,59,2,2
0.004936203352664842,0.004953341141976134,389.0,66,59,2,2
0.009641604925443248,0.00967483534783686,389.0,67,66,2,2
-0.08800282872734433,-0.08831840100445196,389.0,64,67,2,2
0.04258797013354984,0.04285332625449356,390.0,31,31,1,1
0.016239048673637457,0.016337273581488065,390.0,31,31,1,1
-0.0015888990949592952,-0.0015984391776903695,390.0,39,31,1,1
0.012844999004701818,0.012921688172637558,390.0,39,39,1,1
-0.15171710522452128,-0.10946290488433791,390.0,43,39,2,1
-0.1605852589515619,-0.16149597105225522,390.0,42,43,2,2
-0.005883435119912017,-0.005919675633528798,390.0,51,42,2,2
0.08592375640030014,0.08643229801243824,390.0,43,51,2,2
0.10008660170096517,0.10062613421977373,390.0,43,43,2,2
0.07809441429806022,0.07847927052030307,390.0,33,43,2,2
0.06779940714640428,0.06810989586704705,390.0,42,33,2,2
0.06449424120216071,0.0647706032001987,390.0,43,42,2,2
0.06052891868466385,0.06077250337715276,390.0,52,43,2,2
0.04348746059332128,0.04365355049260236,390.0,43,52,2,2
-0.13249377120116598,-0.17478054753792138,390.0,34,43,1,2
-0.2663367869784523,-0.3636324546494735,390.0,34,34,0,1
-0.0005942287521425449,-0.0005981308942948349,391.0,15,15,2,2
0.009338928315510031,-0.13797324200881556,391.0,1,15,0,2
0.018272376238248123,0.018510914059661765,391.0,19,1,0,0
0.027758258650215417,0.02811228716090397,391.0,9,19,0,0
0.05249593672637326,0.0531388674272546,391.0,2,9,0,0
0.026314154058707018,0.02662380350836957,391.0,2,2,0,0
0.025844014380295433,0.026140212890189862,391.0,1,2,0,0
0.0062620978033591235,0.006285055372043411,392.0,76,67,2,2
-0.0038783091952676874,-0.0038925105084166474,392.0,67,76,2,2
0.005562693115841524,0.0055830449881106685,392.0,68,67,2,2
-0.006190649619469357,-0.006213306101935434,392.0,76,68,2,2
0.016679273341409423,0.01677664582330335,393.0,63,56,1,1
-0.0020800333040648794,-0.0020920874303028136,393.0,72,63,1,1
0.006657989361775668,0.0066964848148330924,393.0,65,72,1,1
-0.00845934508756764,-0.00850830008178205,393.0,64,65,1,1
-0.01228708632434708,-0.012358938822398469,393.0,55,64,1,1
0.0008915587902549038,0.0008968023859979857,393.0,56,55,1,1
0.01520807692681346,0.015296800963153112,393.0,64,56,1,1
0.015636309412899688,0.01572612773582771,393.0,55,64,1,1
-0.0002995553065340967,-0.0003012627794125311,393.0,65,55,1,1
0.16790917042020986,0.21253168900785097,393.0,63,65,2,1
-0.12747793766908588,-0.1718745854005767,393.0,65,63,1,2
0.027972845268465912,0.028138057776391445,394.0,31,39,1,1
-0.008287102874981855,-0.008335564284092545,394.0,48,31,1,1
0.011231071457763434,0.011296651628960486,394.0,31,48,1,1
0.0319887767569844,0.03217155572506447,394.0,40,31,1,1
0.03315692197813387,0.03334027094197492,394.0,32,40,1,1
-0.00691013997096479,-0.0069478486245847515,394.0,40,32,1,1
0.010170364320434083,0.010225773268801114,394.0,30,40,1,1
0.01094671984091327,0.011005728715934138,394.0,41,30,1,1
0.009603021699609048,0.009654255253664784,394.0,50,41,1,1
0.00714043365944525,0.007178209600557123,394.0,39,50,1,1
0.0068608221520802815,0.006896864280641762,394.0,50,39,1,1
-0.021390645414523388,-0.021503843075083517,394.0,39,50,1,1
-0.31320070118223237,-0.41484610674685085,394.0,12,39,0,1
0.09466066618004293,0.09567630242606218,394.0,21,12,0,0
-0.05096943191094505,-0.051504207366339205,394.0,22,21,0,0
0.016508068732245973,0.016684297545070947,394.0,3,22,0,0
0.014556518037842026,0.014709492867470031,394.0,4,3,0,0
0.013075344394716804,0.013210848373151562,394.0,22,4,0,0
-0.0741237709355474,-0.07491618444772552,394.0,14,22,0,0
0.0012214073106550094,0.0012349515674215938,394.0,14,14,0,0
-0.09386320074230015,-0.09495439056793353,394.0,23,14,0,0
